"PerformanceID","EmployeeID","ReviewDate","EnvironmentSatisfaction","JobSatisfaction","RelationshipSatisfaction","TrainingOpportunitiesWithinYear","TrainingOpportunitiesTaken","WorkLifeBalance","SelfRating","ManagerRating","DataQualityStatus"
"PR2514","CDC1-C7CA","8/18/2018","5","4","3","2","0","4","4","3","Valid"
"PR2515","79C5-FE9D","8/19/2018","3","2","3","3","0","5","5","4","Valid"
"PR2516","F877-3BF9","8/21/2018","4","4","2","2","0","5","5","4","Valid"
"PR2517","2962-039F","8/21/2018","5","4","3","2","1","3","5","5","Valid"
"PR2518","60B5-48ED","8/21/2018","3","4","4","3","0","2","3","2","Valid"
"PR2519","267F-F71D","8/22/2018","3","3","4","3","1","5","4","3","Valid"
"PR252","4500-37EB","3/17/2014","3","2","2","3","0","3","4","3","Valid"
"PR2520","16FB-8835","8/23/2018","5","5","3","3","0","2","3","2","Valid"
"PR2521","17AE-E715","8/24/2018","4","3","3","2","2","2","5","5","Valid"
"PR2522","D186-CBF5","8/25/2018","5","5","3","3","1","5","3","2","Valid"
"PR2523","5605-237E","8/25/2018","5","2","2","2","2","4","4","3","Valid"
"PR2524","65A0-5D04","8/26/2018","3","4","2","3","0","5","5","5","Valid"
"PR2525","4FD5-CC71","8/27/2018","4","4","4","1","1","2","4","4","Valid"
"PR2526","993B-186B","8/29/2018","4","5","4","3","1","3","5","4","Valid"
"PR2527","15B3-F392","8/30/2018","3","2","2","2","2","2","5","5","Valid"
"PR2528","E616-CAD8","8/31/2018","4","2","4","2","0","3","5","4","Valid"
"PR2529","134B-4157","9/1/2018","5","4","4","2","0","5","5","5","Valid"
"PR253","528C-3E0D","3/17/2014","3","2","2","3","1","5","4","3","Valid"
"PR2530","BD97-F94D","9/1/2018","4","4","2","1","1","2","3","3","Valid"
"PR2531","2DD1-FD7F","9/2/2018","5","3","5","1","1","2","5","4","Valid"
"PR2532","C730-6B13","9/2/2018","3","4","3","2","0","3","4","4","Valid"
"PR2533","D6A7-EF72","9/3/2018","3","4","3","1","1","3","5","5","Valid"
"PR2534","2ED2-2CEC","9/3/2018","5","5","3","1","1","5","4","3","Valid"
"PR2535","39A2-9B0A","9/4/2018","3","3","3","1","1","5","3","3","Valid"
"PR2536","F5C3-07B0","9/4/2018","4","4","4","3","1","4","3","3","Valid"
"PR2537","71CC-7412","9/5/2018","5","2","2","3","0","2","5","4","Valid"
"PR2538","B09D-DFEC","9/6/2018","5","4","5","2","2","4","3","3","Valid"
"PR2539","D014-7DB2","9/8/2018","4","3","2","1","1","5","5","5","Valid"
"PR254","9727-BC84","3/19/2014","4","4","4","1","1","5","4","3","Valid"
"PR2540","07F1-62C3","9/8/2018","5","2","5","2","2","5","3","3","Valid"
"PR2541","9F02-0D39","9/9/2018","3","4","5","2","1","3","4","3","Valid"
"PR2542","C973-E8E5","9/9/2018","4","2","4","2","1","2","5","5","Valid"
"PR2543","1D35-190A","9/11/2018","3","2","5","1","0","3","3","3","Valid"
"PR2544","4404-DE5A","9/12/2018","3","4","2","2","1","2","4","4","Valid"
"PR2545","8F78-4A32","9/12/2018","3","5","5","1","0","5","3","3","Valid"
"PR2546","BB09-BF7F","9/12/2018","5","5","3","2","0","5","3","2","Valid"
"PR2547","6135-885F","9/14/2018","5","3","3","1","0","4","4","3","Valid"
"PR2548","7623-9AF1","9/15/2018","4","3","4","1","0","2","4","3","Valid"
"PR2549","3F19-FC5A","9/16/2018","5","5","2","1","1","2","4","4","Valid"
"PR255","DA8E-9496","3/19/2014","3","4","5","3","0","4","3","3","Valid"
"PR2550","A71E-A9DC","9/16/2018","5","4","3","1","1","3","4","3","Valid"
"PR2551","5741-0022","9/19/2018","5","5","2","1","1","2","4","3","Valid"
"PR2552","2FC8-999D","9/20/2018","3","4","2","3","2","2","5","5","Valid"
"PR2553","3476-CA56","9/21/2018","4","3","5","3","1","2","4","3","Valid"
"PR2554","80BE-E2B5","9/21/2018","4","3","4","1","1","3","4","3","Valid"
"PR2555","07F5-A45D","9/22/2018","4","5","4","2","0","5","5","5","Valid"
"PR2556","E430-E462","9/23/2018","4","5","4","2","0","5","3","3","Valid"
"PR2557","46D6-CA7A","9/23/2018","5","3","4","2","2","4","3","2","Valid"
"PR2558","E7D3-03C9","9/24/2018","3","2","2","2","0","5","4","3","Valid"
"PR2559","DF7E-3233","9/25/2018","4","5","2","1","1","3","5","5","Valid"
"PR256","DEC5-9319","3/19/2014","3","4","5","3","1","3","4","4","Valid"
"PR2560","7F61-2397","9/26/2018","3","5","2","2","0","3","3","3","Valid"
"PR2561","EB81-3E51","9/26/2018","5","3","3","3","3","5","4","4","Valid"
"PR2562","C1B4-46B2","9/26/2018","3","3","5","1","0","2","4","4","Valid"
"PR2563","469A-8121","9/27/2018","5","5","2","1","1","5","5","4","Valid"
"PR2564","1CB3-F7D7","9/28/2018","5","3","5","3","3","4","5","4","Valid"
"PR2565","9085-1FE8","9/28/2018","3","3","3","1","1","4","4","3","Valid"
"PR2566","F890-975A","9/28/2018","4","2","2","3","1","3","5","4","Valid"
"PR2567","B990-35DA","9/29/2018","5","5","4","3","0","2","3","2","Valid"
"PR2568","E62F-4FF7","9/29/2018","5","4","3","1","1","2","5","5","Valid"
"PR2569","5C7B-86C0","9/30/2018","5","2","5","3","1","3","3","3","Valid"
"PR257","0FC3-2572","3/21/2014","3","2","4","1","1","4","4","4","Valid"
"PR2570","130F-32AB","10/1/2018","4","3","3","1","0","2","4","4","Valid"
"PR2571","B34E-95FF","10/1/2018","3","2","5","3","2","4","5","4","Valid"
"PR2572","87D2-8B67","10/1/2018","4","3","4","3","2","3","5","4","Valid"
"PR2573","2C7D-F9F1","10/1/2018","3","2","5","1","1","3","4","4","Valid"
"PR2574","B102-5713","10/1/2018","4","4","3","1","1","2","5","4","Valid"
"PR2575","277A-A6FA","10/3/2018","3","4","3","1","1","2","4","4","Valid"
"PR2576","825E-0B3A","10/4/2018","3","2","5","2","0","3","3","3","Valid"
"PR2577","6C86-3DC0","10/4/2018","3","5","3","3","1","5","5","4","Valid"
"PR2578","D4D7-3C3F","10/4/2018","3","2","2","2","0","5","3","2","Valid"
"PR2579","3DB7-2942","10/4/2018","4","2","4","1","1","2","3","2","Valid"
"PR258","E1B4-9AA1","3/23/2014","3","3","5","1","1","4","5","4","Valid"
"PR2580","0FE8-B881","10/4/2018","3","5","2","1","1","3","3","2","Valid"
"PR2581","022A-0219","10/8/2018","4","5","4","3","0","2","5","4","Valid"
"PR2582","817D-28CE","10/9/2018","3","4","5","2","0","5","5","5","Valid"
"PR2583","EC6A-DD76","10/9/2018","5","5","4","1","0","2","5","4","Valid"
"PR2584","8365-EB74","10/9/2018","5","3","2","2","2","4","4","4","Valid"
"PR2585","F401-1B75","10/9/2018","3","3","4","2","1","3","5","4","Valid"
"PR2586","7589-66E3","10/10/2018","5","3","3","2","2","3","4","3","Valid"
"PR2587","12A7-AFD6","10/10/2018","4","3","5","3","1","4","3","2","Valid"
"PR2588","FAC0-942B","10/14/2018","5","4","4","3","2","3","3","2","Valid"
"PR2589","278C-D482","10/14/2018","3","5","3","3","1","4","3","3","Valid"
"PR259","3CD6-5587","3/24/2014","4","4","5","1","0","2","3","2","Valid"
"PR2590","15D4-53C2","10/15/2018","4","5","3","2","2","4","4","4","Valid"
"PR2591","2250-86C5","10/15/2018","5","5","5","1","1","5","3","3","Valid"
"PR2592","5C48-9106","10/15/2018","3","4","2","1","1","3","5","5","Valid"
"PR2593","8DA7-0090","10/15/2018","4","5","3","3","3","2","4","3","Valid"
"PR2594","30CB-BCD0","10/16/2018","4","2","4","2","2","5","3","3","Valid"
"PR2595","45FF-ACE6","10/17/2018","3","3","3","1","1","2","3","3","Valid"
"PR2596","AA19-95BD","10/17/2018","4","5","4","3","0","3","4","4","Valid"
"PR2597","FEEC-A663","10/17/2018","3","2","2","2","1","5","5","5","Valid"
"PR2598","7269-88EC","10/18/2018","3","4","4","3","0","3","5","4","Valid"
"PR2599","465A-91D1","10/19/2018","4","2","5","3","1","2","5","4","Valid"
"PR26","606E-A262","1/20/2013","4","2","2","3","2","4","5","4","Valid"
"PR260","BAFA-86DF","3/24/2014","4","5","3","1","1","2","5","5","Valid"
"PR2600","6F3E-2A75","10/20/2018","4","3","2","1","0","5","3","3","Valid"
"PR2601","CD0F-DE05","10/20/2018","4","5","4","2","1","2","4","4","Valid"
"PR2602","851C-E7E2","10/21/2018","5","3","2","1","0","3","4","3","Valid"
"PR2603","21CB-EF3E","10/22/2018","3","4","5","2","0","3","4","3","Valid"
"PR2604","31FB-D496","10/22/2018","3","4","4","3","1","3","4","3","Valid"
"PR2605","A76C-AEB3","10/24/2018","5","2","2","2","1","5","4","4","Valid"
"PR2606","2E9A-BD2E","10/25/2018","3","4","4","3","0","4","3","2","Valid"
"PR2607","7378-5351","10/25/2018","4","4","2","3","0","2","5","4","Valid"
"PR2608","CEE0-94C3","10/25/2018","4","4","3","1","1","4","4","4","Valid"
"PR2609","9C7D-E1B1","10/26/2018","4","4","1","2","0","2","3","2","Valid"
"PR261","5160-53BD","3/25/2014","5","2","3","2","1","4","5","5","Valid"
"PR2610","D199-1896","10/26/2018","1","4","2","3","3","2","5","5","Valid"
"PR2611","7F91-C628","10/26/2018","3","1","1","3","3","1","4","3","Valid"
"PR2612","B341-8D6A","10/26/2018","4","3","2","1","1","4","5","4","Valid"
"PR2613","2698-A448","10/27/2018","4","3","1","3","1","1","4","3","Valid"
"PR2614","8C57-8F84","10/28/2018","2","3","2","3","1","1","5","4","Valid"
"PR2615","9E22-6287","10/29/2018","3","3","5","1","1","5","5","5","Valid"
"PR2616","8F7F-015D","10/29/2018","5","4","2","3","0","3","3","2","Valid"
"PR2617","3012-1A41","10/30/2018","5","5","4","3","0","4","5","5","Valid"
"PR2618","6280-B47F","10/31/2018","3","4","2","1","1","4","4","3","Valid"
"PR2619","0868-097F","10/31/2018","5","2","2","3","1","5","5","4","Valid"
"PR262","81FF-8D6C","3/25/2014","4","2","3","3","0","3","4","4","Valid"
"PR2620","7B9D-8612","10/31/2018","3","2","5","1","1","4","4","4","Valid"
"PR2621","C1C6-F683","11/1/2018","4","3","4","1","0","2","4","3","Valid"
"PR2622","EBBD-37D4","11/2/2018","5","5","3","1","1","4","3","3","Valid"
"PR2623","0240-4D29","11/2/2018","3","5","5","3","0","3","5","5","Valid"
"PR2624","7FA1-BC64","11/3/2018","3","2","5","2","0","4","4","4","Valid"
"PR2625","D245-5D80","11/3/2018","5","4","3","2","2","4","3","3","Valid"
"PR2626","DD78-E811","11/4/2018","3","3","4","3","0","4","5","5","Valid"
"PR2627","EC6E-7F42","11/5/2018","3","3","5","3","0","5","5","5","Valid"
"PR2628","2407-5A4E","11/5/2018","4","4","5","1","0","3","4","3","Valid"
"PR2629","1363-6BF9","11/6/2018","3","3","2","2","0","4","5","4","Valid"
"PR263","84E7-02D4","3/26/2014","5","3","5","3","0","5","4","3","Valid"
"PR2630","1C24-233B","11/6/2018","5","2","5","3","2","3","5","5","Valid"
"PR2631","67ED-A630","11/6/2018","4","5","2","3","0","5","5","4","Valid"
"PR2632","CC7A-EE97","11/6/2018","3","2","3","2","1","4","4","4","Valid"
"PR2633","FD95-9EEB","11/7/2018","3","2","3","2","0","4","5","5","Valid"
"PR2634","4C62-5BE8","11/7/2018","5","4","5","2","2","4","4","3","Valid"
"PR2635","B679-F7C9","11/7/2018","5","4","2","3","1","4","3","3","Valid"
"PR2636","AFDF-3DA8","11/8/2018","5","4","3","1","0","4","3","2","Valid"
"PR2637","3642-EEAE","11/8/2018","4","3","5","3","1","2","5","5","Valid"
"PR2638","BAB4-3AC8","11/8/2018","4","5","3","3","2","4","5","5","Valid"
"PR2639","BFF3-AADC","11/9/2018","3","5","5","1","1","3","3","2","Valid"
"PR264","6010-A052","3/26/2014","3","2","2","2","1","3","4","3","Valid"
"PR2640","AB4A-E71A","11/9/2018","4","4","4","1","1","4","3","3","Valid"
"PR2641","D871-1F74","11/9/2018","3","2","5","3","1","3","3","3","Valid"
"PR2642","4FC2-A40D","11/10/2018","5","3","4","3","1","3","4","4","Valid"
"PR2643","3E4A-F28F","11/11/2018","5","2","3","1","1","3","5","5","Valid"
"PR2644","F578-F0C8","11/11/2018","5","3","5","1","1","5","5","5","Valid"
"PR2645","2A04-49D1","11/11/2018","5","3","5","1","0","2","5","5","Valid"
"PR2646","F9E1-87E9","11/12/2018","4","4","3","2","0","4","4","3","Valid"
"PR2647","A696-1216","11/13/2018","5","5","2","2","0","4","4","4","Valid"
"PR2648","9728-1A5B","11/14/2018","5","5","3","3","1","5","5","4","Valid"
"PR2649","4565-62DE","11/15/2018","3","3","2","2","2","3","3","3","Valid"
"PR265","E9AB-3F99","3/26/2014","5","3","4","1","0","3","4","3","Valid"
"PR2650","C395-8C36","11/17/2018","3","5","3","3","0","3","4","3","Valid"
"PR2651","B063-A2B5","11/17/2018","4","3","2","1","1","2","5","5","Valid"
"PR2652","FB5B-C127","11/17/2018","5","2","3","1","0","5","3","3","Valid"
"PR2653","C25C-C434","11/18/2018","5","3","4","2","0","2","4","3","Valid"
"PR2654","4DA0-81D7","11/18/2018","3","2","3","3","1","3","5","5","Valid"
"PR2655","7DD6-128C","11/18/2018","4","2","5","2","0","5","5","4","Valid"
"PR2656","0145-DBFC","11/19/2018","5","5","3","3","1","4","5","5","Valid"
"PR2657","8292-6635","11/19/2018","5","4","5","2","0","3","4","3","Valid"
"PR2658","085C-7FC2","11/20/2018","5","5","5","1","1","5","5","5","Valid"
"PR2659","7FFD-C810","11/21/2018","4","3","4","3","0","4","4","3","Valid"
"PR266","6176-3BEE","3/28/2014","5","5","2","3","0","4","3","3","Valid"
"PR2660","9360-3A68","11/21/2018","4","4","3","1","1","3","3","3","Valid"
"PR2661","C219-6C2E","11/22/2018","3","4","2","2","0","3","5","5","Valid"
"PR2662","1749-81A2","11/23/2018","3","2","2","2","1","4","5","4","Valid"
"PR2663","C22D-CE5F","11/24/2018","4","3","2","2","2","2","3","3","Valid"
"PR2664","E523-D168","11/24/2018","5","5","5","2","1","4","5","4","Valid"
"PR2665","5B11-3DB3","11/25/2018","3","4","4","3","3","3","5","5","Valid"
"PR2666","6A2B-42DB","11/25/2018","3","5","2","1","1","3","4","3","Valid"
"PR2667","F838-C681","11/25/2018","4","2","3","3","0","4","5","4","Valid"
"PR2668","3994-472A","11/26/2018","5","4","4","2","1","5","5","4","Valid"
"PR2669","12B5-11CC","11/27/2018","4","4","5","1","1","5","3","2","Valid"
"PR267","47A0-559B","3/28/2014","3","5","5","1","1","2","5","5","Valid"
"PR2670","4969-9A35","11/28/2018","5","4","5","1","1","5","3","2","Valid"
"PR2671","2BEA-43B2","11/28/2018","5","3","5","3","2","5","5","5","Valid"
"PR2672","C54B-DBC5","11/29/2018","3","3","5","3","0","4","5","4","Valid"
"PR2673","B312-7192","11/29/2018","5","5","2","1","1","5","5","5","Valid"
"PR2674","296A-A685","11/30/2018","5","2","5","2","1","3","4","3","Valid"
"PR2675","9FE1-0345","12/1/2018","5","3","3","2","0","2","5","5","Valid"
"PR2676","F265-79B0","12/1/2018","4","3","2","1","0","4","3","3","Valid"
"PR2677","4886-62DF","12/2/2018","3","2","4","2","0","3","4","3","Valid"
"PR2678","BD70-7DAE","12/3/2018","4","3","5","3","2","3","5","4","Valid"
"PR2679","DDAC-D5FD","12/3/2018","5","4","2","1","1","3","3","2","Valid"
"PR268","00E4-3D60","3/30/2014","3","5","2","3","3","2","4","4","Valid"
"PR2680","3D71-8DC2","12/5/2018","5","2","3","2","0","5","4","4","Valid"
"PR2681","A923-9EF6","12/5/2018","4","2","2","1","1","4","5","4","Valid"
"PR2682","DFA9-990E","12/5/2018","4","5","3","1","0","4","3","3","Valid"
"PR2683","D39D-4015","12/5/2018","3","2","5","2","1","2","5","5","Valid"
"PR2684","4A39-E8E6","12/5/2018","3","4","3","2","2","2","3","3","Valid"
"PR2685","E927-46D7","12/6/2018","5","5","3","1","1","5","5","5","Valid"
"PR2686","C6EC-FEB5","12/7/2018","4","2","3","2","2","3","4","3","Valid"
"PR2687","1B4A-5D80","12/7/2018","5","5","4","3","1","5","4","4","Valid"
"PR2688","598D-E3B4","12/8/2018","4","3","2","1","1","4","4","3","Valid"
"PR2689","B98B-4689","12/8/2018","5","4","5","2","0","4","3","3","Valid"
"PR269","03C5-51AD","3/31/2014","5","4","4","1","1","3","5","5","Valid"
"PR2690","63BF-A86A","12/9/2018","4","4","2","2","1","2","4","3","Valid"
"PR2691","58C8-63FA","12/9/2018","4","4","3","1","1","4","4","3","Valid"
"PR2692","CF8D-7379","12/11/2018","4","2","4","1","0","4","5","4","Valid"
"PR2693","533B-938D","12/12/2018","5","4","3","2","0","4","4","3","Valid"
"PR2694","E6D9-ADEE","12/13/2018","4","3","3","2","2","4","5","5","Valid"
"PR2695","E5C1-B122","12/13/2018","4","3","4","3","1","5","4","4","Valid"
"PR2696","39FC-7149","12/13/2018","4","3","2","2","1","2","4","4","Valid"
"PR2697","08FC-817E","12/15/2018","5","3","4","2","2","3","4","3","Valid"
"PR2698","E55E-9436","12/16/2018","5","2","2","2","0","5","4","4","Valid"
"PR2699","DF94-FD29","12/17/2018","4","3","5","2","2","2","5","5","Valid"
"PR27","D4D5-27FB","1/23/2013","5","4","3","1","1","2","4","3","Valid"
"PR270","A807-DE5D","3/31/2014","3","2","2","3","0","2","3","3","Valid"
"PR2700","9C71-34AE","12/18/2018","4","5","2","3","1","4","4","4","Valid"
"PR2701","8E5B-CBBF","12/18/2018","5","3","3","3","2","2","4","4","Valid"
"PR2702","AF5D-A8C8","12/19/2018","3","2","5","3","2","3","3","2","Valid"
"PR2703","DCFE-F601","12/19/2018","5","3","3","2","0","5","3","3","Valid"
"PR2704","0CED-EE28","12/20/2018","5","5","5","1","0","3","4","3","Valid"
"PR2705","5C61-8F3A","12/20/2018","5","5","5","3","0","5","4","3","Valid"
"PR2706","13E5-8466","12/20/2018","5","3","2","1","1","2","4","3","Valid"
"PR2707","10CE-8403","12/21/2018","5","3","3","3","3","5","4","3","Valid"
"PR2708","A2FB-2D5D","12/22/2018","3","3","3","1","0","5","5","4","Valid"
"PR2709","F93D-CB5A","12/22/2018","5","2","5","3","2","2","5","4","Valid"
"PR271","8FD9-AA59","4/1/2014","5","4","4","3","0","2","4","3","Valid"
"PR2710","0697-ADC3","12/22/2018","5","4","2","3","2","2","3","2","Valid"
"PR2711","A896-CDE2","12/22/2018","5","2","4","3","1","2","3","2","Valid"
"PR2712","E681-7B57","12/24/2018","3","4","4","1","0","3","3","3","Valid"
"PR2713","637B-DBAD","12/24/2018","4","4","2","1","0","3","5","4","Valid"
"PR2714","D836-B375","12/24/2018","5","5","5","1","0","2","4","3","Valid"
"PR2715","63E9-F74A","12/24/2018","3","3","4","3","1","4","5","4","Valid"
"PR2716","B492-D447","12/24/2018","5","5","4","2","2","2","4","3","Valid"
"PR2717","6C42-A719","12/25/2018","4","2","5","3","2","4","3","3","Valid"
"PR2718","A9EB-9E41","12/25/2018","3","4","3","1","1","4","5","4","Valid"
"PR2719","4CA1-F139","12/26/2018","3","5","4","2","0","4","5","4","Valid"
"PR272","1A6D-AF5D","4/2/2014","5","2","5","1","1","4","3","2","Valid"
"PR2720","1609-65E1","12/28/2018","3","3","4","2","2","2","5","4","Valid"
"PR2721","4D7E-BDA4","12/28/2018","5","2","4","3","0","5","3","3","Valid"
"PR2722","03EF-5904","12/29/2018","5","2","3","3","0","5","4","3","Valid"
"PR2723","74F2-5C55","12/30/2018","3","5","2","1","1","5","5","5","Valid"
"PR2724","ACA9-5DC2","12/30/2018","5","5","5","2","1","5","3","2","Valid"
"PR2725","211E-BC82","12/30/2018","5","3","5","3","1","4","4","3","Valid"
"PR2726","E47D-E3C5","12/30/2018","4","3","5","1","1","5","4","3","Valid"
"PR2727","40BE-EEAF","12/31/2018","3","4","4","1","1","5","5","4","Valid"
"PR2728","79F3-8AA5","12/31/2018","3","5","4","2","0","3","4","4","Valid"
"PR2729","79F7-78EC","1/1/2019","4","2","5","3","0","3","5","5","Valid"
"PR273","0210-E0D8","4/3/2014","3","3","3","3","0","2","5","4","Valid"
"PR2730","41EC-F2AA","1/1/2019","5","4","3","1","1","5","5","4","Valid"
"PR2731","8462-E88A","1/1/2019","3","5","2","3","0","4","3","2","Valid"
"PR2732","B61E-0F26","1/2/2019","4","4","4","3","0","3","3","3","Valid"
"PR2733","F5E3-48BB","1/2/2019","3","2","3","3","0","2","3","3","Valid"
"PR2734","C2DD-9D37","1/2/2019","5","2","3","1","1","2","5","4","Valid"
"PR2735","DF71-97FB","1/2/2019","4","3","3","3","0","5","5","4","Valid"
"PR2736","0678-748A","1/3/2019","4","5","2","1","1","5","3","2","Valid"
"PR2737","541F-3E19","1/3/2019","3","3","2","1","0","3","3","2","Valid"
"PR2738","89A6-7EF1","1/3/2019","4","5","4","2","2","2","5","4","Valid"
"PR2739","C0A1-EB7D","1/4/2019","3","2","5","2","1","5","5","4","Valid"
"PR274","B6EC-313E","4/4/2014","5","3","2","2","1","3","3","2","Valid"
"PR2740","1359-BEE3","1/5/2019","5","3","4","1","1","4","4","4","Valid"
"PR2741","D5DA-363A","1/6/2019","5","2","3","1","1","5","3","3","Valid"
"PR2742","9E7A-1F70","1/7/2019","3","2","4","1","0","5","4","3","Valid"
"PR2743","58F5-C8FC","1/7/2019","3","2","4","1","1","1","3","2","Valid"
"PR2744","C251-2A18","1/8/2019","3","4","4","3","3","2","4","4","Valid"
"PR2745","79E4-6632","1/8/2019","2","4","4","2","0","2","3","3","Valid"
"PR2746","05ED-92F1","1/9/2019","3","3","4","1","1","2","4","3","Valid"
"PR2747","F72D-261D","1/9/2019","1","1","2","2","2","2","4","3","Valid"
"PR2748","38EB-ADBD","1/9/2019","1","4","3","1","0","4","5","4","Valid"
"PR2749","D106-E487","1/9/2019","1","1","4","2","0","3","3","3","Valid"
"PR275","0D8F-C0F3","4/6/2014","3","5","3","2","0","2","5","5","Valid"
"PR2750","4563-8637","1/9/2019","2","3","1","2","1","2","5","4","Valid"
"PR2751","774E-685D","1/10/2019","5","5","4","1","1","3","5","4","Valid"
"PR2752","9937-CDF7","1/10/2019","5","3","3","3","0","2","3","2","Valid"
"PR2753","7839-CA12","1/11/2019","3","5","4","2","2","2","3","3","Valid"
"PR2754","EB66-D679","1/11/2019","4","4","5","3","0","5","4","3","Valid"
"PR2755","F58A-302D","1/12/2019","3","4","4","2","2","2","3","3","Valid"
"PR2756","12F7-BCBB","1/13/2019","3","5","3","3","1","2","4","3","Valid"
"PR2757","D045-B6CA","1/13/2019","3","2","2","1","1","4","3","3","Valid"
"PR2758","B340-5AD2","1/13/2019","3","5","4","1","1","5","5","5","Valid"
"PR2759","FF14-A43E","1/14/2019","5","5","5","3","1","5","4","4","Valid"
"PR276","1799-5B3F","4/6/2014","4","5","3","1","1","4","4","3","Valid"
"PR2760","02DA-7A72","1/15/2019","3","3","2","3","1","5","3","2","Valid"
"PR2761","28EA-A010","1/15/2019","3","4","5","3","2","5","3","3","Valid"
"PR2762","CBB3-0D7E","1/15/2019","3","2","4","1","1","3","5","5","Valid"
"PR2763","C330-DAF4","1/15/2019","3","5","4","3","1","2","3","2","Valid"
"PR2764","63B8-CCC0","1/15/2019","5","2","3","3","1","2","5","5","Valid"
"PR2765","79D0-C935","1/15/2019","3","3","5","1","0","4","4","4","Valid"
"PR2766","B48C-47D0","1/16/2019","5","2","2","1","1","5","3","3","Valid"
"PR2767","6DEB-F440","1/16/2019","4","5","2","2","0","5","3","2","Valid"
"PR2768","32AE-C02F","1/17/2019","3","5","3","1","0","3","5","4","Valid"
"PR2769","8A6B-AD5C","1/17/2019","4","4","5","2","2","2","5","5","Valid"
"PR277","3B11-DF28","4/6/2014","4","3","2","1","1","5","5","4","Valid"
"PR2770","8D34-EBDF","1/17/2019","4","5","2","1","0","5","5","4","Valid"
"PR2771","8BAB-B4A6","1/17/2019","3","2","2","3","0","2","3","3","Valid"
"PR2772","6FE1-C8A8","1/18/2019","5","5","4","2","2","2","3","2","Valid"
"PR2773","EB8F-204D","1/18/2019","4","4","2","2","0","4","4","3","Valid"
"PR2774","D921-AC35","1/18/2019","3","2","3","2","2","4","4","3","Valid"
"PR2775","6A8B-EC82","1/18/2019","3","4","4","1","1","4","3","2","Valid"
"PR2776","606E-A262","1/19/2019","4","3","2","3","3","2","5","4","Valid"
"PR2777","2374-7581","1/19/2019","3","5","4","2","2","5","3","2","Valid"
"PR2778","D3EB-610D","1/19/2019","3","5","4","2","0","5","4","4","Valid"
"PR2779","05B0-755F","1/20/2019","3","4","4","1","1","2","5","5","Valid"
"PR278","076F-8AA3","4/7/2014","5","2","5","3","0","4","3","2","Valid"
"PR2780","C1E8-5AAB","1/20/2019","4","5","5","1","1","5","3","2","Valid"
"PR2781","45D2-369E","1/21/2019","3","3","4","3","1","4","4","3","Valid"
"PR2782","7F1C-20B8","1/21/2019","4","4","5","2","0","4","5","4","Valid"
"PR2783","F98B-61B3","1/21/2019","4","5","2","1","1","4","5","4","Valid"
"PR2784","D4D5-27FB","1/22/2019","5","4","5","3","3","2","5","5","Valid"
"PR2785","9C71-61AE","1/22/2019","5","3","4","3","1","4","3","2","Valid"
"PR2786","8AAD-FAFB","1/23/2019","3","4","3","3","1","3","5","5","Valid"
"PR2787","20BA-5868","1/23/2019","3","5","5","2","1","4","3","2","Valid"
"PR2788","45D7-5C8A","1/24/2019","5","5","2","2","1","5","3","3","Valid"
"PR2789","AB03-8820","1/24/2019","4","2","4","1","0","5","3","2","Valid"
"PR279","2FC6-7ED5","4/7/2014","4","2","2","2","2","2","4","3","Valid"
"PR2790","B4E1-4A3E","1/25/2019","5","4","4","2","2","2","4","3","Valid"
"PR2791","618D-7685","1/26/2019","5","5","4","3","0","2","5","5","Valid"
"PR2792","FBED-F86B","1/26/2019","5","3","2","1","0","5","3","3","Valid"
"PR2793","6227-9D9E","1/26/2019","5","5","4","3","0","3","3","2","Valid"
"PR2794","B529-2745","1/26/2019","3","4","4","2","2","2","4","4","Valid"
"PR2795","5A0B-7F31","1/28/2019","4","2","3","2","2","4","4","3","Valid"
"PR2796","E4F4-11B9","1/28/2019","3","4","5","1","0","4","4","3","Valid"
"PR2797","B303-8962","1/28/2019","3","5","3","3","1","3","4","4","Valid"
"PR2798","98EE-8547","1/29/2019","4","3","2","3","0","5","3","2","Valid"
"PR2799","041A-31B0","1/29/2019","2","2","4","3","1","2","3","2","Valid"
"PR28","8AAD-FAFB","1/24/2013","4","2","3","3","0","2","3","3","Valid"
"PR280","95D7-1CE9","4/9/2014","5","2","3","1","0","2","4","4","Valid"
"PR2800","257B-8130","1/29/2019","3","3","2","1","0","3","3","2","Valid"
"PR2801","7279-6591","1/30/2019","1","2","4","1","1","3","4","3","Valid"
"PR2802","EEFC-DEC7","1/30/2019","1","1","3","1","1","3","5","5","Valid"
"PR2803","2E7B-43F0","1/30/2019","3","3","3","1","1","3","4","4","Valid"
"PR2804","4F22-FF67","1/30/2019","3","1","3","3","0","3","3","2","Valid"
"PR2805","1180-BEC9","1/31/2019","2","1","1","1","1","1","5","4","Valid"
"PR2806","EE04-1533","1/31/2019","4","3","4","1","1","4","5","4","Valid"
"PR2807","B50B-5A18","2/1/2019","4","2","4","3","0","2","5","5","Valid"
"PR2808","E099-3FCC","2/1/2019","4","3","4","3","3","4","4","3","Valid"
"PR2809","8CF6-3079","2/2/2019","3","5","2","1","0","4","4","4","Valid"
"PR281","B013-7D0C","4/10/2014","3","4","5","2","2","4","4","3","Valid"
"PR2810","D7EE-56FC","2/2/2019","3","5","5","1","1","4","4","3","Valid"
"PR2811","1F12-DDDA","2/2/2019","3","5","3","3","2","5","5","5","Valid"
